Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,
01-10-2020 12:00,11-01-2020 04:03,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,
01-10-2020 13:00,11-01-2020 08:27,Ahmedabad,190,VANDALISM,35,M,Poison,Other Crime,8,No,
01-10-2020 14:00,10-01-2020 22:47,Pune,429,IDENTITY THEFT,45,M,Blunt Object,Violent Crime,1,No,
01-10-2020 15:00,11-01-2020 04:38,Patna,547,ARSON,32,F,None,Fire Accident,12,Yes,
01-10-2020 16:00,10-01-2020 19:09,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,
01-10-2020 17:00,11-01-2020 03:46,Kolkata,254,ASSAULT,40,M,Poison,Violent Crime,14,No,
01-10-2020 18:00,10-01-2020 20:30,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,
01-10-2020 19:00,10-01-2020 22:34,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,Yes,
01-10-2020 20:00,11-01-2020 06:53,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,No,
01-10-2020 21:00,11-01-2020 04:23,Chennai,583,CYBERCRIME,35,M,Knife,Other Crime,4,No,
01-10-2020 22:00,11-01-2020 10:13,Delhi,418,FIREARM OFFENSE,65,M,Knife,Fire Accident,15,No,
01-10-2020 23:00,11-01-2020 11:41,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,
01-11-2020 00:00,11-01-2020 00:34,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,
01-11-2020 01:00,11-01-2020 03:03,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,
01-11-2020 02:00,11-01-2020 11:51,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,
01-11-2020 03:00,11-01-2020 10:11,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,
01-11-2020 04:00,11-01-2020 14:49,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,
01-11-2020 05:00,11-01-2020 17:14,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,
01-11-2020 06:00,11-01-2020 08:58,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,
01-11-2020 07:00,11-01-2020 20:32,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,
01-11-2020 08:00,12-01-2020 07:14,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,
01-11-2020 09:00,11-01-2020 21:57,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,
01-11-2020 10:00,12-01-2020 02:39,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,
01-11-2020 11:00,11-01-2020 15:11,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,
01-11-2020 12:00,12-01-2020 01:17,Hyderabad,362,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,10,Yes,
01-11-2020 13:00,11-01-2020 15:04,Nashik,123,ILLEGAL POSSESSION,39,M,None,Other Crime,3,Yes,
01-11-2020 14:00,11-01-2020 21:38,Meerut,233,FIREARM OFFENSE,68,M,Explosives,Fire Accident,18,No,
01-11-2020 15:00,12-01-2020 06:45,Kolkata,581,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,9,Yes,
01-11-2020 16:00,12-01-2020 00:13,Hyderabad,230,EXTORTION,47,M,Blunt Object,Other Crime,4,Yes,
01-11-2020 17:00,11-01-2020 17:21,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,
01-11-2020 18:00,11-01-2020 22:11,Mumbai,151,EXTORTION,33,M,Poison,Other Crime,8,Yes,
01-11-2020 19:00,12-01-2020 08:18,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,No,
01-11-2020 20:00,12-01-2020 01:13,Chennai,542,BURGLARY,11,F,None,Other Crime,7,Yes,
01-11-2020 21:00,12-01-2020 07:49,Ghaziabad,145,COUNTERFEITING,49,M,Blunt Object,Other Crime,13,Yes,
01-11-2020 22:00,12-01-2020 08:50,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,No,
01-11-2020 23:00,12-01-2020 22:04,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,
01-12-2020 00:00,12-01-2020 19:08,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,
01-12-2020 01:00,12-01-2020 03:39,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,No,
01-12-2020 02:00,12-01-2020 08:13,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,No,
01-12-2020 03:00,12-01-2020 23:31,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,
01-12-2020 04:00,12-01-2020 08:35,Surat,590,ROBBERY,71,M,Other,Violent Crime,10,No,
01-12-2020 05:00,12-01-2020 07:42,Srinagar,491,SHOPLIFTING,50,M,Explosives,Other Crime,11,Yes,
01-12-2020 06:00,12-01-2020 08:31,Indore,586,DRUG OFFENSE,38,M,Blunt Object,Other Crime,8,No,
01-12-2020 07:00,12-01-2020 23:49,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,
01-12-2020 08:00,12-01-2020 11:51,Delhi,584,IDENTITY THEFT,36,M,Other,Violent Crime,3,No,
01-12-2020 09:00,12-01-2020 14:37,Bangalore,515,VEHICLE - STOLEN,56,F,None,Violent Crime,6,No,
01-12-2020 10:00,13-01-2020 04:01,Bhopal,350,TRAFFIC VIOLATION,78,M,Blunt Object,Traffic Fatality,16,No,
01-12-2020 11:00,13-01-2020 06:07,Ahmedabad,546,ASSAULT,21,M,Other,Violent Crime,1,No,
01-12-2020 12:00,13-01-2020 10:15,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,No,
01-12-2020 13:00,12-01-2020 13:29,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,No,
01-12-2020 14:00,13-01-2020 04:56,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,Traffic Fatality,8,Yes,
01-12-2020 15:00,13-01-2020 04:19,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,
01-12-2020 16:00,13-01-2020 10:14,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,No,
01-12-2020 17:00,13-01-2020 00:49,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,
01-12-2020 18:00,13-01-2020 01:20,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,No,
01-12-2020 19:00,13-01-2020 03:34,Mumbai,481,ARSON,55,F,None,Fire Accident,5,Yes,
01-12-2020 20:00,13-01-2020 15:38,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,No,
01-12-2020 21:00,13-01-2020 05:53,Mumbai,212,SHOPLIFTING,38,M,Other,Other Crime,11,Yes,
01-12-2020 22:00,13-01-2020 16:05,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,
01-12-2020 23:00,13-01-2020 01:39,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,
01-13-2020 00:00,13-01-2020 15:29,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,
01-13-2020 01:00,13-01-2020 10:14,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,No,
01-13-2020 02:00,13-01-2020 08:25,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,No,
01-13-2020 03:00,13-01-2020 20:23,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,No,
01-13-2020 04:00,13-01-2020 11:50,Thane,289,BURGLARY,59,M,Poison,Other Crime,9,No,
01-13-2020 05:00,13-01-2020 10:55,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,
01-13-2020 06:00,13-01-2020 11:43,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,Yes,
01-13-2020 07:00,13-01-2020 13:14,Kolkata,262,VANDALISM,62,M,Other,Other Crime,4,Yes,
01-13-2020 08:00,13-01-2020 16:27,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,Traffic Fatality,5,No,
01-13-2020 09:00,14-01-2020 04:47,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,19,Yes,
01-13-2020 10:00,14-01-2020 04:55,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,No,
01-13-2020 11:00,14-01-2020 04:57,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,
01-13-2020 12:00,14-01-2020 08:43,Jaipur,390,IDENTITY THEFT,64,M,None,Violent Crime,6,No,
01-13-2020 13:00,14-01-2020 00:49,Chennai,206,ARSON,59,F,None,Fire Accident,12,Yes,
01-13-2020 14:00,13-01-2020 21:22,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,No,
01-13-2020 15:00,13-01-2020 20:23,Kalyan,139,PUBLIC INTOXICATION,30,F,None,Other Crime,11,Yes,
01-13-2020 16:00,13-01-2020 16:47,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,Yes,
01-13-2020 17:00,14-01-2020 07:31,Faridabad,431,FIREARM OFFENSE,27,M,Poison,Fire Accident,19,No,
01-13-2020 18:00,13-01-2020 22:40,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,Yes,
01-13-2020 19:00,14-01-2020 07:24,Indore,282,COUNTERFEITING,66,F,Other,Other Crime,5,No,
01-13-2020 20:00,14-01-2020 17:26,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,Violent Crime,12,Yes,
01-13-2020 21:00,14-01-2020 16:26,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,Yes,
01-13-2020 22:00,14-01-2020 16:21,Delhi,395,DRUG OFFENSE,29,F,None,Other Crime,6,Yes,
01-13-2020 23:00,14-01-2020 12:22,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,11,No,
01-14-2020 00:00,14-01-2020 16:05,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,13,No,
01-14-2020 01:00,14-01-2020 04:12,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,6,No,
01-14-2020 02:00,14-01-2020 17:13,Kanpur,389,BURGLARY,60,M,Poison,Other Crime,1,Yes,
01-14-2020 03:00,14-01-2020 19:05,Delhi,361,BURGLARY,42,M,Other,Other Crime,11,Yes,
01-14-2020 04:00,14-01-2020 12:47,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,Yes,
01-14-2020 05:00,14-01-2020 19:04,Nashik,106,COUNTERFEITING,67,M,None,Other Crime,5,No,
01-14-2020 06:00,14-01-2020 13:56,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,No,
01-14-2020 07:00,15-01-2020 02:59,Bangalore,190,ARSON,41,M,Knife,Fire Accident,2,No,
01-14-2020 08:00,14-01-2020 17:56,Pune,446,FRAUD,45,M,Poison,Other Crime,7,No,
01-14-2020 09:00,14-01-2020 15:37,Kolkata,503,TRAFFIC VIOLATION,62,M,None,Traffic Fatality,18,Yes,
01-14-2020 10:00,14-01-2020 21:12,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,No,
01-14-2020 11:00,14-01-2020 18:59,Mumbai,526,FRAUD,67,M,Knife,Other Crime,6,No,
01-14-2020 12:00,14-01-2020 20:43,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,
01-14-2020 13:00,15-01-2020 05:46,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,No,
01-14-2020 14:00,15-01-2020 12:44,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,No,
01-14-2020 15:00,15-01-2020 13:02,Bangalore,506,BURGLARY,68,M,Firearm,Other Crime,6,No,
01-14-2020 16:00,15-01-2020 02:16,Mumbai,187,ARSON,70,M,Knife,Fire Accident,7,No,
01-14-2020 17:00,15-01-2020 16:31,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,
01-14-2020 18:00,15-01-2020 13:53,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,
01-14-2020 19:00,14-01-2020 21:22,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,17,Yes,
01-14-2020 20:00,15-01-2020 07:04,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,14,Yes,
01-14-2020 21:00,15-01-2020 13:22,Hyderabad,225,VANDALISM,42,M,None,Other Crime,8,No,
01-14-2020 22:00,15-01-2020 21:18,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,No,
01-14-2020 23:00,15-01-2020 20:02,Ahmedabad,359,SHOPLIFTING,40,F,None,Other Crime,5,Yes,
01-15-2020 00:00,15-01-2020 15:06,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,No,
01-15-2020 01:00,15-01-2020 06:07,Faridabad,477,SEXUAL ASSAULT,21,M,Other,Violent Crime,12,Yes,
01-15-2020 02:00,15-01-2020 10:01,Kanpur,419,DOMESTIC VIOLENCE,64,F,None,Violent Crime,6,Yes,
01-15-2020 03:00,15-01-2020 17:40,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,
01-15-2020 04:00,15-01-2020 16:24,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,
01-15-2020 05:00,16-01-2020 04:41,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,No,
01-15-2020 06:00,15-01-2020 21:41,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,16,Yes,
01-15-2020 07:00,15-01-2020 07:58,Ghaziabad,559,ASSAULT,48,F,None,Violent Crime,3,Yes,
01-15-2020 08:00,15-01-2020 10:55,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,No,
01-15-2020 09:00,16-01-2020 04:37,Delhi,385,BURGLARY,11,M,Firearm,Other Crime,13,No,
01-15-2020 10:00,16-01-2020 09:08,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,No,
01-15-2020 11:00,16-01-2020 05:33,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,13,Yes,
01-15-2020 12:00,16-01-2020 09:42,Lucknow,343,TRAFFIC VIOLATION,17,F,None,Traffic Fatality,19,No,
01-15-2020 13:00,15-01-2020 18:19,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,
01-15-2020 14:00,16-01-2020 05:48,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,No,
01-15-2020 15:00,16-01-2020 01:58,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,
01-15-2020 16:00,16-01-2020 09:30,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,Yes,
01-15-2020 17:00,16-01-2020 05:24,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,Yes,
01-15-2020 18:00,16-01-2020 00:09,Nashik,226,HOMICIDE,54,F,Other,Other Crime,8,No,
01-15-2020 19:00,15-01-2020 21:21,Pune,562,BURGLARY,25,F,Poison,Other Crime,19,No,
01-15-2020 20:00,16-01-2020 16:30,Delhi,328,CYBERCRIME,44,M,Knife,Other Crime,11,No,
01-15-2020 21:00,16-01-2020 09:44,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,2,No,
01-15-2020 22:00,16-01-2020 18:11,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,Yes,
01-15-2020 23:00,16-01-2020 04:29,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,Yes,
01-16-2020 00:00,16-01-2020 01:07,Meerut,568,ILLEGAL POSSESSION,14,M,Knife,Other Crime,9,No,
01-16-2020 01:00,16-01-2020 16:35,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,Yes,
01-16-2020 02:00,16-01-2020 13:30,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,6,No,
01-16-2020 03:00,16-01-2020 12:08,Nagpur,583,KIDNAPPING,11,F,None,Other Crime,16,No,
01-16-2020 04:00,16-01-2020 06:19,Jaipur,417,IDENTITY THEFT,43,F,None,Violent Crime,15,No,
01-16-2020 05:00,16-01-2020 09:39,Nagpur,512,FRAUD,69,M,None,Other Crime,14,No,
01-16-2020 06:00,16-01-2020 08:38,Nashik,511,ILLEGAL POSSESSION,59,M,Knife,Other Crime,13,No,
01-16-2020 07:00,16-01-2020 21:25,Chennai,392,KIDNAPPING,31,M,None,Other Crime,15,No,
01-16-2020 08:00,16-01-2020 11:57,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,7,No,
01-16-2020 09:00,17-01-2020 02:08,Bangalore,213,COUNTERFEITING,28,M,Poison,Other Crime,19,Yes,
01-16-2020 10:00,17-01-2020 08:59,Ghaziabad,339,EXTORTION,62,F,Knife,Other Crime,19,No,
01-16-2020 11:00,17-01-2020 06:35,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,15,No,
01-16-2020 12:00,16-01-2020 21:32,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,Violent Crime,8,No,
01-16-2020 13:00,16-01-2020 13:15,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,Violent Crime,8,Yes,
01-16-2020 14:00,16-01-2020 20:37,Delhi,510,DRUG OFFENSE,28,F,Other,Other Crime,11,No,
01-16-2020 15:00,17-01-2020 04:29,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,19,Yes,
01-16-2020 16:00,16-01-2020 17:57,Indore,432,BURGLARY,44,M,Blunt Object,Other Crime,18,Yes,
01-16-2020 17:00,17-01-2020 11:31,Mumbai,103,BURGLARY,27,F,None,Other Crime,12,Yes,
01-16-2020 18:00,17-01-2020 00:53,Delhi,456,DRUG OFFENSE,19,F,Knife,Other Crime,8,No,
01-16-2020 19:00,17-01-2020 14:11,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,Other Crime,2,Yes,
01-16-2020 20:00,16-01-2020 20:42,Surat,349,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,Yes,
01-16-2020 21:00,17-01-2020 10:33,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,3,Yes,
01-16-2020 22:00,17-01-2020 08:06,Kanpur,102,SEXUAL ASSAULT,38,F,Other,Violent Crime,18,No,
01-16-2020 23:00,17-01-2020 02:48,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,Other Crime,9,No,
01-17-2020 00:00,17-01-2020 15:49,Pune,203,COUNTERFEITING,57,M,Poison,Other Crime,9,No,
01-17-2020 01:00,17-01-2020 06:21,Mumbai,159,IDENTITY THEFT,45,F,Firearm,Violent Crime,11,No,
01-17-2020 02:00,17-01-2020 23:14,Indore,210,COUNTERFEITING,13,F,Poison,Other Crime,17,No,
01-17-2020 03:00,18-01-2020 01:17,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,Traffic Fatality,12,Yes,
01-17-2020 04:00,17-01-2020 06:55,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,Yes,
01-17-2020 05:00,17-01-2020 11:59,Nagpur,243,COUNTERFEITING,19,M,Explosives,Other Crime,12,No,
01-17-2020 06:00,17-01-2020 07:59,Delhi,343,COUNTERFEITING,51,F,Firearm,Other Crime,19,No,
01-17-2020 07:00,17-01-2020 17:42,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,Yes,
01-17-2020 08:00,17-01-2020 13:19,Lucknow,489,VEHICLE - STOLEN,54,M,Poison,Violent Crime,10,No,
01-17-2020 09:00,18-01-2020 04:19,Mumbai,524,CYBERCRIME,56,M,Other,Other Crime,9,No,
01-17-2020 10:00,17-01-2020 22:19,Ahmedabad,324,SHOPLIFTING,65,F,Other,Other Crime,4,No,
01-17-2020 11:00,18-01-2020 01:40,Delhi,161,DOMESTIC VIOLENCE,35,F,Explosives,Violent Crime,8,No,
01-17-2020 12:00,18-01-2020 06:50,Chennai,248,BURGLARY,69,M,Explosives,Other Crime,7,No,
01-17-2020 13:00,18-01-2020 00:41,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,1,Yes,
01-17-2020 14:00,18-01-2020 04:02,Kanpur,378,COUNTERFEITING,19,F,Explosives,Other Crime,1,No,
01-17-2020 15:00,18-01-2020 09:27,Mumbai,120,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,19,No,
01-17-2020 16:00,17-01-2020 19:49,Meerut,567,DRUG OFFENSE,66,F,Knife,Other Crime,3,No,
01-17-2020 17:00,18-01-2020 03:18,Agra,169,BURGLARY,36,F,None,Other Crime,12,Yes,
01-17-2020 18:00,17-01-2020 23:02,Kolkata,505,COUNTERFEITING,52,M,Other,Other Crime,15,No,
01-17-2020 19:00,18-01-2020 15:11,Varanasi,280,IDENTITY THEFT,77,F,Explosives,Violent Crime,6,No,
01-17-2020 20:00,18-01-2020 00:27,Pune,456,IDENTITY THEFT,38,F,None,Violent Crime,9,Yes,
01-17-2020 21:00,18-01-2020 01:42,Srinagar,522,BURGLARY,14,F,Poison,Other Crime,7,Yes,
01-17-2020 22:00,18-01-2020 12:06,Hyderabad,305,EXTORTION,69,M,Other,Other Crime,1,No,
01-17-2020 23:00,18-01-2020 16:06,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,Violent Crime,19,Yes,
01-18-2020 00:00,18-01-2020 11:14,Kanpur,219,PUBLIC INTOXICATION,72,M,Explosives,Other Crime,18,No,
01-18-2020 01:00,18-01-2020 10:38,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,11,Yes,
01-18-2020 02:00,18-01-2020 21:32,Kolkata,500,FIREARM OFFENSE,29,M,Poison,Fire Accident,7,Yes,
01-18-2020 03:00,18-01-2020 20:04,Mumbai,129,KIDNAPPING,46,M,Knife,Other Crime,17,Yes,
01-18-2020 04:00,18-01-2020 21:47,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,12,Yes,
01-18-2020 05:00,19-01-2020 01:23,Delhi,267,FRAUD,30,F,None,Other Crime,14,No,
01-18-2020 06:00,18-01-2020 07:58,Patna,371,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,Yes,
01-18-2020 07:00,18-01-2020 19:33,Ahmedabad,481,COUNTERFEITING,23,F,Knife,Other Crime,10,No,
01-18-2020 08:00,18-01-2020 13:59,Thane,532,SHOPLIFTING,47,F,Explosives,Other Crime,9,Yes,
01-18-2020 09:00,19-01-2020 04:50,Delhi,342,ROBBERY,36,M,Knife,Violent Crime,2,Yes,
01-18-2020 10:00,18-01-2020 18:29,Ludhiana,237,DOMESTIC VIOLENCE,40,M,Knife,Violent Crime,16,Yes,
01-18-2020 11:00,18-01-2020 23:45,Jaipur,205,ROBBERY,12,F,None,Violent Crime,17,Yes,
01-18-2020 12:00,18-01-2020 18:00,Ghaziabad,142,SEXUAL ASSAULT,66,F,None,Violent Crime,15,No,
01-18-2020 13:00,18-01-2020 17:06,Chennai,367,BURGLARY,33,F,Other,Other Crime,1,No,
01-18-2020 14:00,19-01-2020 03:05,Hyderabad,163,KIDNAPPING,28,M,None,Other Crime,9,Yes,
01-18-2020 15:00,19-01-2020 03:08,Mumbai,342,TRAFFIC VIOLATION,40,F,Knife,Traffic Fatality,19,No,
01-18-2020 16:00,19-01-2020 03:35,Lucknow,539,ILLEGAL POSSESSION,45,M,None,Other Crime,9,Yes,
01-18-2020 17:00,19-01-2020 12:57,Kolkata,176,CYBERCRIME,73,F,Blunt Object,Other Crime,16,No,
01-18-2020 18:00,19-01-2020 12:57,Hyderabad,566,EXTORTION,29,F,Explosives,Other Crime,15,Yes,
01-18-2020 19:00,18-01-2020 20:36,Bangalore,250,FIREARM OFFENSE,33,F,Poison,Fire Accident,3,Yes,
01-18-2020 20:00,19-01-2020 12:48,Hyderabad,557,ILLEGAL POSSESSION,16,M,Other,Other Crime,2,No,
01-18-2020 21:00,19-01-2020 20:16,Delhi,471,BURGLARY,46,F,Blunt Object,Other Crime,5,Yes,
01-18-2020 22:00,19-01-2020 05:59,Jaipur,232,IDENTITY THEFT,14,F,Other,Violent Crime,9,Yes,
01-18-2020 23:00,19-01-2020 08:30,Mumbai,456,ILLEGAL POSSESSION,76,F,Firearm,Other Crime,8,No,
01-19-2020 00:00,19-01-2020 23:38,Kalyan,467,BURGLARY,61,M,Explosives,Other Crime,14,No,
01-19-2020 01:00,19-01-2020 20:58,Jaipur,598,SEXUAL ASSAULT,45,M,Poison,Violent Crime,4,No,
01-19-2020 02:00,19-01-2020 05:19,Jaipur,368,FRAUD,13,F,Poison,Other Crime,18,Yes,
01-19-2020 03:00,19-01-2020 18:52,Delhi,523,BURGLARY,53,F,Knife,Other Crime,7,Yes,
01-19-2020 04:00,19-01-2020 22:02,Surat,319,ROBBERY,17,M,None,Violent Crime,6,No,
01-19-2020 05:00,20-01-2020 00:09,Delhi,300,PUBLIC INTOXICATION,18,F,Other,Other Crime,10,Yes,
01-19-2020 06:00,19-01-2020 22:48,Delhi,298,BURGLARY,18,F,None,Other Crime,4,No,
01-19-2020 07:00,20-01-2020 01:19,Meerut,217,DRUG OFFENSE,79,F,Firearm,Other Crime,10,Yes,
01-19-2020 08:00,20-01-2020 05:16,Mumbai,357,VANDALISM,28,M,Blunt Object,Other Crime,8,No,
01-19-2020 09:00,19-01-2020 14:43,Delhi,196,FIREARM OFFENSE,79,F,None,Fire Accident,1,No,
01-19-2020 10:00,20-01-2020 09:01,Jaipur,588,SEXUAL ASSAULT,78,F,None,Violent Crime,19,Yes,
01-19-2020 11:00,20-01-2020 01:54,Nagpur,502,VEHICLE - STOLEN,22,F,Blunt Object,Violent Crime,12,No,
01-19-2020 12:00,20-01-2020 08:35,Hyderabad,242,ILLEGAL POSSESSION,31,F,None,Other Crime,6,Yes,
01-19-2020 13:00,19-01-2020 20:08,Rajkot,556,SEXUAL ASSAULT,54,M,None,Violent Crime,6,No,
01-19-2020 14:00,19-01-2020 19:39,Surat,567,KIDNAPPING,35,F,Other,Other Crime,4,Yes,
01-19-2020 15:00,20-01-2020 00:49,Chennai,571,VEHICLE - STOLEN,64,F,None,Violent Crime,16,Yes,
01-19-2020 16:00,20-01-2020 00:04,Pune,253,COUNTERFEITING,30,F,Explosives,Other Crime,15,Yes,
01-19-2020 17:00,19-01-2020 20:37,Delhi,117,SEXUAL ASSAULT,69,M,None,Violent Crime,13,No,
01-19-2020 18:00,19-01-2020 23:36,Delhi,118,IDENTITY THEFT,42,F,Poison,Violent Crime,16,No,
01-19-2020 19:00,19-01-2020 21:05,Bhopal,551,FIREARM OFFENSE,68,M,Firearm,Fire Accident,11,Yes,
01-19-2020 20:00,20-01-2020 13:06,Kolkata,388,ROBBERY,55,F,None,Violent Crime,3,Yes,
01-19-2020 21:00,19-01-2020 21:25,Mumbai,192,CYBERCRIME,70,F,Knife,Other Crime,13,Yes,
01-19-2020 22:00,20-01-2020 16:26,Hyderabad,292,CYBERCRIME,68,F,Poison,Other Crime,14,Yes,
01-19-2020 23:00,20-01-2020 04:20,Jaipur,569,BURGLARY,56,F,Blunt Object,Other Crime,7,No,
01-20-2020 00:00,20-01-2020 03:37,Pune,421,VANDALISM,62,M,Knife,Other Crime,18,Yes,
01-20-2020 01:00,20-01-2020 16:14,Mumbai,283,ARSON,62,M,Poison,Fire Accident,6,Yes,
